place,name,date,movie_age,title,room,seat_total,theater_type,time
서울,강남,2022.05.03,15,니 부모 얼굴이 보고 싶다,3관,총 232석,2D,22:50
서울,강남,2022.05.03,15,니 부모 얼굴이 보고 싶다,5관,총 96석,2D,21:30
서울,강남,2022.05.03,12,신비한 동물들과 덤블도어의 비밀,1관,총 232석,2D(자막),22:00
서울,강남,2022.05.03,15,서울괴담,6관,총 103석,2D,22:20
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),11:10
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),13:45
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),16:25
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),19:00
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),21:35
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),24:10
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),12:00
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),14:30
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),17:00
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),19:30
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),22:00
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),24:30
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),10:00
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),12:30
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),15:00
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),17:30
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),20:00
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),22:30
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),25:00
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),10:20
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),12:50
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),15:20
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),17:50
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),20:20
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),22:50
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),10:55
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),15:50
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),18:20
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),20:50
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),23:20
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,6관,총 103석,2D(자막),10:00
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),11:30
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),14:00
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),16:30
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),19:00
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),21:30
서울,강남,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),24:00
서울,강남,2022.05.04,all,배드 가이즈,2관,총 103석,2D(자막),09:55
서울,강남,2022.05.04,all,배드 가이즈,6관,총 103석,2D(자막),14:40
서울,강남,2022.05.04,all,배드 가이즈,6관,총 103석,2D(자막),16:45
서울,강남,2022.05.04,all,배드 가이즈,6관,총 103석,2D(자막),18:50
서울,강남,2022.05.04,all,배드 가이즈,6관,총 103석,2D(자막),20:55
서울,강남,2022.05.04,all,배드 가이즈,6관,총 103석,2D(자막),25:00
서울,강남,2022.05.04,all,배드 가이즈,6관,총 103석,2D(자막),12:35
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),07:00
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),09:30
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),12:00
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),14:30
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),17:00
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),19:30
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),22:00
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),07:20
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),09:50
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),12:20
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),14:50
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),17:20
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),19:50
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),22:20
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),07:40
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),10:10
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),12:40
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),15:10
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),17:40
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),20:10
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),22:40
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),10:35
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),13:05
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),15:35
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),18:05
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),20:35
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),23:05
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),08:30
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),11:00
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),13:30
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),16:00
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),18:30
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),21:00
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),09:00
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),11:30
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),14:00
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),16:30
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),19:00
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),21:30
서울,강남,2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),24:00
서울,강남,2022.05.05,all,배드 가이즈,6관,총 103석,2D(자막),08:55
서울,강남,2022.05.05,all,배드 가이즈,6관,총 103석,2D(자막),13:05
서울,강남,2022.05.05,all,배드 가이즈,6관,총 103석,2D(자막),15:10
서울,강남,2022.05.05,all,배드 가이즈,6관,총 103석,2D(자막),17:15
서울,강남,2022.05.05,all,배드 가이즈,6관,총 103석,2D(자막),19:20
서울,강남,2022.05.05,all,배드 가이즈,6관,총 103석,2D(자막),11:00
서울,강남,2022.05.05,15,니 부모 얼굴이 보고 싶다,6관,총 103석,2D,21:25
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),08:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),10:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),13:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),15:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),18:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),20:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,3D(자막),23:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),08:20
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),10:50
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),13:20
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),15:50
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),18:20
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),20:50
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),23:20
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),09:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),12:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),14:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),17:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),19:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),22:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),24:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),09:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),11:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),14:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),16:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),19:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),21:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 103석,2D(자막),24:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),18:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),20:35
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),10:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),12:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),15:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),17:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),20:00
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),22:30
서울,강남,2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),25:00
서울,강남,2022.05.06,all,배드 가이즈,6관,총 103석,2D(자막),09:00
서울,강남,2022.05.06,all,배드 가이즈,6관,총 103석,2D(자막),13:10
서울,강남,2022.05.06,all,배드 가이즈,6관,총 103석,2D(자막),15:15
서울,강남,2022.05.06,all,배드 가이즈,6관,총 103석,2D(자막),17:20
서울,강남,2022.05.06,all,배드 가이즈,6관,총 103석,2D(자막),19:25
서울,강남,2022.05.06,all,배드 가이즈,6관,총 103석,2D(자막),11:05
서울,강남,2022.05.06,15,니 부모 얼굴이 보고 싶다,5관,총 96석,2D,08:15
서울,강남,2022.05.06,15,니 부모 얼굴이 보고 싶다,6관,총 103석,2D,21:30
서울,강남,2022.05.06,12,복지식당,6관,총 103석,2D,23:50
서울,강남,2022.05.06,12,신비한 동물들과 덤블도어의 비밀,5관,총 96석,2D(자막),15:10
서울,강남,2022.05.06,12,신비한 동물들과 덤블도어의 비밀,5관,총 96석,2D(자막),23:10
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,2D(자막),24:30
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,2D(자막),07:00
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,2D(자막),09:30
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,2D(자막),12:00
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,2D(자막),14:30
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,2D(자막),17:00
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,2D(자막),19:30
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 232석,2D(자막),22:00
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),07:20
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),09:50
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),12:20
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),14:50
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),17:20
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),19:50
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),22:20
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 103석,2D(자막),25:00
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),07:40
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),10:10
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),12:40
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),15:10
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),17:40
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),20:10
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 232석,2D(자막),22:40
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),11:00
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),13:30
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),16:00
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),18:30
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),21:00
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,5관,총 96석,2D(자막),23:30
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),09:00
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),11:30
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),14:00
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),16:30
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),19:00
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),21:30
서울,강남,2022.05.07,12,닥터 스트레인지: 대혼돈의 멀티버스,7관,총 104석,2D(자막),24:00
서울,강남,2022.05.07,all,배드 가이즈,6관,총 103석,2D(자막),13:10
서울,강남,2022.05.07,all,배드 가이즈,6관,총 103석,2D(자막),15:15
서울,강남,2022.05.07,all,배드 가이즈,6관,총 103석,2D(자막),20:10
서울,강남,2022.05.07,all,배드 가이즈,6관,총 103석,2D(자막),11:05
서울,강남,2022.05.07,15,니 부모 얼굴이 보고 싶다,6관,총 103석,2D,22:15
서울,강남,2022.05.07,12,복지식당,6관,총 103석,2D,24:30
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),10:20
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),12:55
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),15:30
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),18:05
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),20:40
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),10:50
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),13:25
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),16:00
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),18:35
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),21:10
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 126석,2D(자막),17:20
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 126석,2D(자막),19:55
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),11:20
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),13:55
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),16:30
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),19:05
서울,강남대로(씨티),2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),21:40
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),08:45
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),11:20
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),13:55
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),16:30
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),19:05
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),21:40
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),10:50
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),13:25
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),16:00
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),18:35
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),21:10
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 126석,2D(자막),14:25
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 126석,2D(자막),17:05
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 126석,2D(자막),19:40
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),10:15
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),12:50
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),15:25
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),18:00
서울,강남대로(씨티),2022.05.05,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),20:40
서울,강남대로(씨티),2022.05.05,all,배드 가이즈,2관,총 240석,2D(자막),08:45
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),11:20
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),13:55
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),16:30
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),19:05
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 230석,2D(자막),21:40
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),10:50
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),13:25
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),16:00
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),18:35
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 240석,2D(자막),21:10
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 126석,2D(자막),15:20
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 126석,2D(자막),17:55
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,3관,총 126석,2D(자막),20:35
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),09:40
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),14:25
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),17:05
서울,강남대로(씨티),2022.05.06,12,닥터 스트레인지: 대혼돈의 멀티버스,4관,총 123석,2D(자막),19:40
서울,강남대로(씨티),2022.05.06,all,배드 가이즈,4관,총 123석,2D(자막),12:15
서울,강동,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 249석,2D(자막),10:00
서울,강동,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 249석,2D(자막),12:35
서울,강동,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 249석,2D(자막),15:10
서울,강동,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 249석,2D(자막),17:45
서울,강동,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,1관,총 249석,2D(자막),20:20
서울,강동,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 249석,2D(자막),12:00
서울,강동,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 249석,2D(자막),14:40
서울,강동,2022.05.04,12,닥터 스트레인지: 대혼돈의 멀티버스,2관,총 249석,2D(자막),19:40
